AL, 16, 2004112712, 03, AN03,  18, 255N,  482W,  27, 1007, XX,  34, NEQ,  277,    0,    0,    0, 
AL, 16, 2004112712, 03, AN03,  24, 254N,  492W,  24, 1007, XX,  34, NEQ,  342,    0,    0,  315, 
AL, 16, 2004112712, 03, AN03,  30, 254N,  501W,  25, 1006, XX,  34, NEQ,  296,    0,    0,    0, 
AL, 16, 2004112712, 03, AN03,  36, 256N,  504W,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN03,  42, 259N,  512W,  22, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN03,  48, 260N,  518W,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN03,  54, 268N,  525W,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN03,  60, 279N,  536W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN03,  66, 283N,  547W,  16, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN03,  72, 283N,  560W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN03,  78, 282N,  567W,  19, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN03,  84, 271N,  571W,  25, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN03,  90, 264N,  572W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN03,  96, 255N,  572W,  18, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN03, 102, 253N,  570W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN03, 108, 249N,  567W,  15, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN03, 114, 243N,  565W,  14, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN03, 120, 240N,  565W,  14, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN03, 126, 234N,  575W,  12, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN03, 132, 228N,  578W,  14, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN04,   0, 270N,  439W,  34, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN04,   6, 280N,  432W,  30,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN04,  12, 291N,  430W,  29, 1000, XX,  34, NEQ,  645,    0,    0,    0, 
AL, 16, 2004112712, 03, AN04,  18, 304N,  441W,  30, 1000, XX,  34, NEQ,  344,    0,    0,  337, 
AL, 16, 2004112712, 03, AN04,  24, 311N,  453W,  29, 1000, XX,  34, NEQ,  336,    0,    0,  347, 
AL, 16, 2004112712, 03, AN04,  30, 318N,  469W,  35,  998, XX,  34, NEQ,  650,    0,    0,  345, 
AL, 16, 2004112712, 03, AN04,  36, 316N,  486W,  33,  999, XX,  34, NEQ,  650,    0,    0,  640, 
AL, 16, 2004112712, 03, AN04,  42, 310N,  497W,  24,  999, XX,  34, NEQ,  339,    0,    0,  324, 
AL, 16, 2004112712, 03, AN04,  48, 309N,  501W,  26,  999, XX,  34, NEQ,  635,    0,    0,  311, 
AL, 16, 2004112712, 03, AN04,  54, 313N,  499W,  24,  998, XX,  34, NEQ,  645,    0,    0,  349, 
AL, 16, 2004112712, 03, AN04,  60, 321N,  498W,  21,  999, XX,  34, NEQ,  650,    0,    0,  300, 
AL, 16, 2004112712, 03, AN04,  66, 331N,  492W,  22,  998, XX,  34, NEQ,  645,    0,    0,    0, 
AL, 16, 2004112712, 03, AN04,  72, 346N,  494W,  20,  999, XX,  34, NEQ,  342,    0,    0,    0, 
AL, 16, 2004112712, 03, AN04,  78, 363N,  485W,  20,  998, XX,  34, NEQ,  342,    0,    0,    0, 
